A001318,임시이름,44,92
A004243,임시이름,91,100
A002257,임시이름,21,54
A005583,임시이름,33,83
A000932,임시이름,4,4
A000227,임시이름,35,9
A005957,임시이름,7,84
A007364,임시이름,31,26
A005538,임시이름,56,56
A000277,임시이름,14,18
A009153,임시이름,43,2
A000965,임시이름,68,78
A002087,임시이름,12,93
A004858,임시이름,100,18
A001780,임시이름,97,52
A006257,임시이름,75,100
A000204,임시이름,57,10
A000854,임시이름,65,78
A004607,임시이름,93,99
A000514,임시이름,77,74
A007870,임시이름,92,68
A008095,임시이름,96,15
A007646,임시이름,82,25
A002370,임시이름,61,59
A008910,임시이름,85,43
A009198,임시이름,47,5
A004153,임시이름,71,39
A006828,임시이름,22,86
A007775,임시이름,47,10
A009272,임시이름,29,29
A000056,임시이름,2,66
A000748,임시이름,72,84
A000260,임시이름,72,7
A006011,임시이름,22,39
A002911,임시이름,67,74
A004385,임시이름,26,89
A000612,임시이름,75,20
A009958,임시이름,86,67
A001137,임시이름,2,26
A008662,임시이름,11,8
A002258,임시이름,60,23
A008973,임시이름,36,95
A008919,임시이름,50,43
A008234,임시이름,70,28
A004716,임시이름,54,72
A005658,임시이름,47,66
A004247,임시이름,65,14
A005664,임시이름,26,27
A003060,임시이름,15,93
A003489,임시이름,74,43
A006753,임시이름,52,86
A006260,임시이름,56,7
A004522,임시이름,34,64
A005490,임시이름,12,96
A002541,임시이름,27,37
A007838,임시이름,14,69
A001157,임시이름,26,26
A008420,임시이름,26,2
A005350,임시이름,3,82
A002102,임시이름,3,4
A008464,임시이름,52,94
A005261,임시이름,27,46
A001598,임시이름,98,71
A008978,임시이름,28,93
A006725,임시이름,30,86
A008631,임시이름,52,8
A007647,임시이름,89,7
A004406,임시이름,15,41
A000676,임시이름,60,87
A002993,임시이름,66,11
A004329,임시이름,39,70
A005556,임시이름,30,23
A009197,임시이름,2,58
A002113,임시이름,31,50
A005325,임시이름,58,87
A005808,임시이름,65,80
A007836,임시이름,92,73
A000630,임시이름,64,80
A005279,임시이름,67,96
A006987,임시이름,86,84
A007090,임시이름,58,51
A000496,임시이름,12,27
A000535,임시이름,83,99
A008324,임시이름,35,84
A001666,임시이름,78,82
A003581,임시이름,92,75
A004888,임시이름,62,67
A004826,임시이름,65,8
A008498,임시이름,30,100
A006990,임시이름,22,53
A004165,임시이름,78,12
A002453,임시이름,79,63
A008323,임시이름,61,90
A000427,임시이름,55,80
A000195,임시이름,6,63
A002397,임시이름,12,69
A001827,임시이름,61,66
A009501,임시이름,13,30
A007908,임시이름,10,40
A008066,임시이름,9,44
A006779,임시이름,30,75
A009462,임시이름,69,81
A006782,임시이름,91,33
A002649,임시이름,80,35
A007533,임시이름,34,3
A000127,임시이름,34,84
A009763,임시이름,100,51
A006079,임시이름,95,36
A000289,임시이름,26,74
A001436,임시이름,32,29
A007327,임시이름,10,84
A009432,임시이름,47,41
A000658,임시이름,10,70
A008424,임시이름,24,88
A002378,임시이름,3,14
A009444,임시이름,50,40
A002028,임시이름,40,82
A007635,임시이름,64,61
A004527,임시이름,6,95
A009327,임시이름,13,8
A006473,임시이름,72,62
A000084,임시이름,90,70
A007964,임시이름,49,34
A006152,임시이름,28,37
A005030,임시이름,41,45
A000642,임시이름,74,24
A006562,임시이름,51,54
A003905,임시이름,57,52
A004801,임시이름,94,3
A004372,임시이름,11,6
A008794,임시이름,52,48
A004825,임시이름,18,10
A009827,임시이름,86,40
A004989,임시이름,4,1
A000410,임시이름,47,35
A000030,임시이름,49,26
A002127,임시이름,4,79
A004915,임시이름,13,54
A008391,임시이름,69,6
A000984,임시이름,82,35
A004495,임시이름,43,82
A002151,임시이름,14,37
A006961,임시이름,58,96
A003307,임시이름,68,32
A007828,임시이름,89,95
A005941,임시이름,61,22
A003614,임시이름,2,23
A000888,임시이름,30,78
A008178,임시이름,82,47
A002521,임시이름,6,45
A005041,임시이름,72,62
A004546,임시이름,61,43
A005173,임시이름,46,50
A007643,임시이름,82,37
A008580,임시이름,91,52
A004942,임시이름,61,89
A001758,임시이름,67,77
A005693,임시이름,3,46
A001876,임시이름,17,3
A008090,임시이름,24,39
A007347,임시이름,74,90
A000395,임시이름,78,47
A009923,임시이름,73,61
A009477,임시이름,40,100
A002416,임시이름,69,72
A003455,임시이름,64,75
A008813,임시이름,76,59
A005955,임시이름,85,7
A008206,임시이름,23,76
A006097,임시이름,45,29
A001810,임시이름,100,45
A009614,임시이름,92,66
A001625,임시이름,23,51
A003627,임시이름,64,27
A008235,임시이름,55,56
A007110,임시이름,87,44
A002785,임시이름,88,58
A000609,임시이름,83,72
A002218,임시이름,17,73
A009764,임시이름,60,98
A002999,임시이름,74,22
A008630,임시이름,3,10
A001217,임시이름,65,1
A002342,임시이름,75,94
A009403,임시이름,29,12
A004470,임시이름,25,98
A003618,임시이름,72,94
A001566,임시이름,27,58
A001168,임시이름,100,30
A002912,임시이름,3,92
A009282,임시이름,24,46
A007056,임시이름,96,61
A006425,임시이름,17,77
A005020,임시이름,46,65
A000379,임시이름,17,49
A001657,임시이름,86,28
A006942,임시이름,64,59
A007584,임시이름,72,76
A003572,임시이름,51,3
A005873,임시이름,28,57
A003202,임시이름,46,5
A009941,임시이름,79,60
A001637,임시이름,43,23
A003404,임시이름,31,45
A004859,임시이름,75,80
A008730,임시이름,32,1
A009017,임시이름,56,50
A000455,임시이름,4,4
A001940,임시이름,18,10
A005011,임시이름,34,15
A003026,임시이름,99,3
A007134,임시이름,26,7
A007969,임시이름,57,51
A003108,임시이름,59,71
A004482,임시이름,66,50
A006639,임시이름,8,42
A006893,임시이름,22,81
A002772,임시이름,59,61
A000687,임시이름,42,78
A000138,임시이름,71,95
A000179,임시이름,9,59
A007266,임시이름,38,51
A001956,임시이름,24,2
A004504,임시이름,94,2
A007626,임시이름,42,53
A009429,임시이름,33,32
A003413,임시이름,80,71
A007943,임시이름,85,7
A001346,임시이름,22,4
A004093,임시이름,6,80
A007606,임시이름,22,91
A005396,임시이름,53,47
A005944,임시이름,26,79
A004063,임시이름,19,26
A005187,임시이름,2,2
A003424,임시이름,23,84
A000669,임시이름,39,43
A005102,임시이름,62,82
A007281,임시이름,12,10
A004964,임시이름,43,74
A008990,임시이름,38,35
A006796,임시이름,6,21
A003063,임시이름,10,75
A009384,임시이름,66,53
A005032,임시이름,22,18
A005000,임시이름,18,30
A008962,임시이름,67,34
A002743,임시이름,100,47
A002824,임시이름,2,92
A007513,임시이름,55,30
A008018,임시이름,50,4
A009045,임시이름,42,8
A007140,임시이름,30,88
A007893,임시이름,75,83
A005891,임시이름,90,90
A005914,임시이름,42,24
A006309,임시이름,32,20
A006964,임시이름,92,54
A003174,임시이름,37,67
A009023,임시이름,29,16
A006849,임시이름,63,79
A000409,임시이름,88,29
A009008,임시이름,31,6
A000822,임시이름,22,7
A008278,임시이름,87,100
A004645,임시이름,97,89
A007458,임시이름,89,18
A006748,임시이름,7,1
A007931,임시이름,94,16
A008274,임시이름,70,37
A005817,임시이름,100,8
A006520,임시이름,53,28
A004021,임시이름,86,29
A000667,임시이름,81,21
A009621,임시이름,59,100
A002447,임시이름,7,83
A006945,임시이름,32,93
A009869,임시이름,13,17
A006565,임시이름,55,7
A000682,임시이름,82,84
A001010,임시이름,62,81
A009593,임시이름,54,57
A001640,임시이름,58,46
A005672,임시이름,86,13
A000763,임시이름,87,35
A000114,임시이름,97,77
A003023,임시이름,30,58
A007632,임시이름,72,46
A004511,임시이름,65,40
A006531,임시이름,9,41
A008716,임시이름,70,28
A009705,임시이름,53,12
A007150,임시이름,31,21
A009510,임시이름,58,43
A003454,임시이름,82,91
A002092,임시이름,13,29
A003657,임시이름,74,78
A000412,임시이름,45,94
A008260,임시이름,80,23
A002425,임시이름,27,44
A005254,임시이름,15,33
A003311,임시이름,3,25
A003891,임시이름,89,96
A005492,임시이름,66,89
A003631,임시이름,71,70
A003560,임시이름,28,21
A007848,임시이름,93,29
A008995,임시이름,82,57
A007077,임시이름,10,24
A006184,임시이름,93,95
A008258,임시이름,56,92
A006452,임시이름,10,13
A009312,임시이름,50,5
A000540,임시이름,10,55
A006140,임시이름,39,97
A004137,임시이름,44,22
A000908,임시이름,72,6
A005825,임시이름,74,91
A008412,임시이름,82,37
A003388,임시이름,80,21
A002905,임시이름,99,93
A007231,임시이름,57,100
A004685,임시이름,7,89
A003321,임시이름,69,19
A001147,임시이름,56,45
A008188,임시이름,90,54
A008241,임시이름,36,35
A009416,임시이름,40,10
A003847,임시이름,75,94
A004442,임시이름,6,49
A005544,임시이름,45,55
A006064,임시이름,22,59
A006083,임시이름,54,35
A001301,임시이름,12,88
A004968,임시이름,18,72
A001582,임시이름,38,94
A008953,임시이름,96,73
A008108,임시이름,18,95
A006720,임시이름,18,57
A006103,임시이름,25,12
A006683,임시이름,11,45
A008836,임시이름,85,90
A000191,임시이름,67,49
A000435,임시이름,39,39
A003352,임시이름,88,85
A001873,임시이름,8,51
A009238,임시이름,25,71
A009883,임시이름,10,48
A004617,임시이름,76,46
A005929,임시이름,91,4
A003553,임시이름,37,51
A008523,임시이름,52,38
A009320,임시이름,67,43
A006808,임시이름,96,46
A004692,임시이름,38,89
A004491,임시이름,59,67
A004331,임시이름,6,9
A006548,임시이름,71,76
A003985,임시이름,41,20
A003633,임시이름,98,88
A009666,임시이름,8,54
A007540,임시이름,94,55
A001030,임시이름,38,21
A004466,임시이름,50,6
A006382,임시이름,16,85
A003957,임시이름,68,86
A006671,임시이름,85,99
A002079,임시이름,20,31
A002196,임시이름,18,55
A002185,임시이름,2,18
A006909,임시이름,80,23
A002396,임시이름,36,23
A001886,임시이름,31,9
A003083,임시이름,68,36
A007846,임시이름,88,68
A002489,임시이름,56,53
A005382,임시이름,51,38
A004109,임시이름,75,25
A004551,임시이름,42,19
A001264,임시이름,49,15
A007075,임시이름,67,33
A000292,임시이름,98,11
A003539,임시이름,66,47
A003554,임시이름,68,78
A001007,임시이름,23,72
A002003,임시이름,82,88
A004299,임시이름,78,38
A008863,임시이름,74,45
A009937,임시이름,18,27
A004541,임시이름,33,75
A006604,임시이름,21,99
A001744,임시이름,13,11
A008423,임시이름,40,5
A006715,임시이름,37,34
A007554,임시이름,43,83
A002275,임시이름,56,88
A004318,임시이름,35,6
A004631,임시이름,26,65
A002456,임시이름,58,69
A004664,임시이름,5,27
A002367,임시이름,27,99
A002987,임시이름,53,85
A005061,임시이름,71,3
A006489,임시이름,50,88
A008054,임시이름,51,63
A005608,임시이름,34,13
A006454,임시이름,82,84
A005096,임시이름,88,65
A000037,임시이름,57,12
A005749,임시이름,60,81
A008661,임시이름,81,9
A002733,임시이름,90,79
A007340,임시이름,77,57
A004699,임시이름,37,98
A009021,임시이름,78,62
A009106,임시이름,27,15
A000206,임시이름,71,60
A000339,임시이름,29,41
A009575,임시이름,75,85
A002483,임시이름,26,29
A001950,임시이름,89,60
A007387,임시이름,40,22
A007146,임시이름,13,47
A003448,임시이름,40,93
A006540,임시이름,10,88
A008155,임시이름,80,9
A002813,임시이름,24,63
A009205,임시이름,86,11
A000192,임시이름,89,80
A002305,임시이름,55,2
A003945,임시이름,43,35
A007843,임시이름,46,46
A008855,임시이름,36,39
A009504,임시이름,90,99
A008853,임시이름,10,13
A005716,임시이름,1,19
A000683,임시이름,33,6
A002250,임시이름,71,72
A002753,임시이름,97,49
A002898,임시이름,99,81
A003682,임시이름,17,62
A006135,임시이름,62,37
A006850,임시이름,60,43
A004479,임시이름,92,88
A000428,임시이름,11,55
A004246,임시이름,70,37
A000501,임시이름,47,25
A000359,임시이름,27,90
A000759,임시이름,34,12
A000003,임시이름,24,32
A000371,임시이름,88,27
A009052,임시이름,20,3
A006222,임시이름,71,9
A002279,임시이름,76,64
A000870,임시이름,94,81
A002012,임시이름,4,44
A005318,임시이름,5,74
A000335,임시이름,90,13
A003691,임시이름,71,79
A008145,임시이름,5,57
A004680,임시이름,83,14
A007462,임시이름,11,90
A000614,임시이름,87,27
A003429,임시이름,31,25
A007782,임시이름,36,90
A005508,임시이름,44,66
A006113,임시이름,92,67
A004767,임시이름,53,40
A001539,임시이름,93,91
A009562,임시이름,15,89
A009473,임시이름,81,20
A003246,임시이름,81,33
A005311,임시이름,49,57
A004867,임시이름,31,97
A003460,임시이름,87,69
A003397,임시이름,53,89
A008468,임시이름,91,13
A007712,임시이름,25,21
A000673,임시이름,89,83
A006129,임시이름,97,61
A009597,임시이름,91,100
A001621,임시이름,98,11
A002415,임시이름,29,90
A004483,임시이름,22,87
A004305,임시이름,79,78
A008525,임시이름,17,85
A007944,임시이름,52,67
A003477,임시이름,56,55
A000953,임시이름,100,30
A005359,임시이름,78,9
A005463,임시이름,27,57
A003522,임시이름,29,4
A004651,임시이름,96,13
A002155,임시이름,7,72
A000724,임시이름,40,76
A005562,임시이름,57,89
A007671,임시이름,61,89
A004922,임시이름,60,52
A009535,임시이름,10,50
A004656,임시이름,49,50
A003416,임시이름,84,26
A004493,임시이름,66,42
A001789,임시이름,5,37
A005839,임시이름,87,55
A008483,임시이름,33,8
A000340,임시이름,85,39
A001208,임시이름,60,69
A004580,임시이름,1,36
A008033,임시이름,37,22
A000040,임시이름,12,99
A003978,임시이름,65,37
A000485,임시이름,10,54
A000217,임시이름,42,29
A003740,임시이름,95,22
A000235,임시이름,23,86
A000728,임시이름,52,96
A003621,임시이름,33,65
A004650,임시이름,52,10
A004302,임시이름,86,42
A000257,임시이름,65,48
A006749,임시이름,99,77
A002123,임시이름,12,77
A007549,임시이름,19,21
A006414,임시이름,38,65
A002458,임시이름,53,27
A001234,임시이름,19,12
A004452,임시이름,23,58
A006588,임시이름,21,4
A005110,임시이름,20,43
A005267,임시이름,75,11
A001525,임시이름,66,90
A004145,임시이름,82,10
A001609,임시이름,29,60
A006287,임시이름,83,19
A007253,임시이름,71,54
A008996,임시이름,55,70
A002452,임시이름,9,86
A004049,임시이름,35,37
A006503,임시이름,94,88
A002440,임시이름,30,89
A004550,임시이름,33,14
A002477,임시이름,73,45
A004271,임시이름,18,60
A005466,임시이름,81,6
A006647,임시이름,4,99
A004286,임시이름,59,98
A001116,임시이름,2,69
A004800,임시이름,51,87
A005314,임시이름,45,48
A001428,임시이름,10,31
A005237,임시이름,64,68
A006362,임시이름,69,60
A002332,임시이름,66,98
A008860,임시이름,44,11
A005842,임시이름,45,33
A002796,임시이름,50,99
A000610,임시이름,44,17
A008491,임시이름,78,39
A003703,임시이름,35,21
A004620,임시이름,64,63
A007840,임시이름,94,63
A005885,임시이름,63,35
A001076,임시이름,9,26
A007830,임시이름,17,85
A001280,임시이름,67,65
A005268,임시이름,55,15
A008497,임시이름,73,43
A007111,임시이름,35,44
A003005,임시이름,43,67
A008673,임시이름,35,37
A006867,임시이름,49,6
A008561,임시이름,83,62
A003830,임시이름,81,49
A002070,임시이름,12,53
A009573,임시이름,55,52
A005776,임시이름,39,33
A000358,임시이름,7,43
A008674,임시이름,47,43
A004106,임시이름,86,91
A005536,임시이름,6,50
A006264,임시이름,35,8
A004219,임시이름,94,45
A004713,임시이름,52,79
A005737,임시이름,76,69
A008664,임시이름,61,76
A005303,임시이름,59,28
A005729,임시이름,36,6
A002098,임시이름,24,80
A002528,임시이름,48,88
A004437,임시이름,87,70
A006480,임시이름,92,93
A004768,임시이름,35,58
A007233,임시이름,25,50
A004816,임시이름,63,14
A003823,임시이름,54,53
A003304,임시이름,78,42
A007399,임시이름,44,81
A005437,임시이름,53,100
A000224,임시이름,18,46
A002492,임시이름,54,34
A002485,임시이름,89,60
A002027,임시이름,95,45
A005587,임시이름,18,93
A005865,임시이름,62,35
A003398,임시이름,64,88
A004906,임시이름,99,23
A001206,임시이름,92,18
A009783,임시이름,61,55
A004262,임시이름,49,29
A001178,임시이름,67,16
A004161,임시이름,18,85
A009753,임시이름,44,47
A001085,임시이름,63,41
A005605,임시이름,96,11
A006231,임시이름,3,93
A004378,임시이름,70,3
A000172,임시이름,27,24
A006275,임시이름,92,88
A009765,임시이름,78,12
A006584,임시이름,79,2
A005034,임시이름,21,29
A002233,임시이름,9,42
A005850,임시이름,42,10
A002690,임시이름,8,1
A001298,임시이름,95,96
A002783,임시이름,87,58
A009033,임시이름,34,31
A002409,임시이름,18,16
A003946,임시이름,65,34
A000844,임시이름,97,29
A009350,임시이름,23,67
A003696,임시이름,50,64
A006417,임시이름,35,68
A009553,임시이름,4,24
A008383,임시이름,100,4
A001395,임시이름,40,41
A006482,임시이름,58,42
A006066,임시이름,3,81
A001619,임시이름,98,32
A003920,임시이름,26,32
A006374,임시이름,18,66
A009894,임시이름,19,2
A003161,임시이름,33,20
A000922,임시이름,93,94
A005369,임시이름,65,99
A001187,임시이름,10,23
A009745,임시이름,65,85
A009265,임시이름,22,19
A001581,임시이름,75,78
A009031,임시이름,84,93
A001303,임시이름,71,59
A000633,임시이름,65,21
A001390,임시이름,92,62
A008595,임시이름,66,93
A005822,임시이름,100,45
A009383,임시이름,29,30
A007052,임시이름,76,56
A009475,임시이름,66,20
A000141,임시이름,94,49
A008766,임시이름,44,25
A001363,임시이름,8,47
A004560,임시이름,35,72
A004878,임시이름,56,90
A009644,임시이름,79,56
A008807,임시이름,68,42
A000368,임시이름,85,70
A000381,임시이름,25,84
A000796,임시이름,24,24
A006107,임시이름,5,37
A001231,임시이름,70,95
A000555,임시이름,43,70
A004484,임시이름,93,53
A004389,임시이름,59,8
A005900,임시이름,17,81
A008150,임시이름,57,46
A003155,임시이름,92,60
A005149,임시이름,23,80
A004075,임시이름,40,42
A005815,임시이름,64,88
A002171,임시이름,77,98
A004321,임시이름,61,80
A000629,임시이름,27,66
A001529,임시이름,32,91
A005274,임시이름,58,57
A000577,임시이름,14,10
A006904,임시이름,55,59
A003273,임시이름,43,88
A001369,임시이름,99,71
A008408,임시이름,94,48
A006676,임시이름,90,99
A001082,임시이름,61,69
A008563,임시이름,77,56
A006013,임시이름,23,23
A009851,임시이름,14,94
A005864,임시이름,70,8
A009648,임시이름,16,3
A007071,임시이름,70,50
A004901,임시이름,87,25
A002902,임시이름,60,34
A009935,임시이름,25,39
A009978,임시이름,20,53
A008802,임시이름,48,58
A002349,임시이름,57,92
A005928,임시이름,16,81
A004914,임시이름,96,41
A000876,임시이름,24,61
A002322,임시이름,66,10
A007951,임시이름,53,95
A009343,임시이름,96,33
A008202,임시이름,41,31
A006422,임시이름,54,53
A001968,임시이름,16,64
A003861,임시이름,43,89
A005344,임시이름,41,64
A007167,임시이름,55,96
A003998,임시이름,44,77
A003235,임시이름,20,3
A000832,임시이름,44,36
A008780,임시이름,83,63
A006669,임시이름,4,7
A004244,임시이름,92,84
A001931,임시이름,35,1
A003033,임시이름,59,72
A007693,임시이름,2,39
A009283,임시이름,62,91
A009348,임시이름,6,16
A001218,임시이름,91,98
A006076,임시이름,80,3
A005868,임시이름,85,62
A000834,임시이름,46,88
A000661,임시이름,20,70
A005643,임시이름,52,73
A000551,임시이름,8,34
A002933,임시이름,14,26
A007202,임시이름,45,37
A008253,임시이름,29,67
A005543,임시이름,75,16
A004796,임시이름,29,5
A007714,임시이름,96,5
A004121,임시이름,12,15
A001289,임시이름,27,32
A004199,임시이름,73,17
A005606,임시이름,25,97
A009194,임시이름,53,57
A004241,임시이름,54,99
A009975,임시이름,67,64
A003897,임시이름,29,76
A007164,임시이름,67,48
A009735,임시이름,91,37
A002289,임시이름,17,44
A004197,임시이름,32,86
A008959,임시이름,99,96
